Season_Year,GameKey,PlayID,GSISID,Role
2017,502,653,33704,PDR3
2017,502,3793,33704,PRG
2017,502,2731,33704,PRG
2017,502,2462,33704,PRG
2017,502,2205,33704,PRG
2017,502,1896,33704,PRG
2017,502,1704,33704,PRG
2017,502,980,33704,PRG
2017,488,3196,33704,PRG
2017,488,1032,33704,PRG
2017,488,2357,33704,PRG
2017,488,151,33704,PRG
2017,488,2462,33704,PDR3
2017,488,1152,33704,PDR3
2017,488,902,33704,PDR4
2017,488,3330,33704,PDR3
2017,379,3938,33706,GR
2017,345,2674,33706,GR
2017,345,3135,33706,GR
2017,345,2487,33706,GR
2017,356,1384,33706,GR
2017,356,2197,33706,GR
2017,356,2688,33706,GR
2017,356,2970,33706,GR
2017,356,3234,33706,GR
2017,356,2111,33707,VRi
2017,356,2779,33707,VRi
2017,356,3084,33707,VRi
2017,356,2295,33707,VRi
2017,356,2595,33707,VRi
2017,345,3720,33707,VRi
2017,379,4043,33707,VRi
2017,379,2356,33707,VRi
2017,378,2894,33710,GR
2017,378,2119,33710,GR
2017,378,2146,33710,GR
2017,378,2586,33710,GR
2017,378,3805,33710,VRo
2017,378,1434,33710,GL
2017,349,3216,33710,VLo
2017,349,3555,33710,VLo
2017,349,1682,33710,VLo
2017,349,2304,33710,VLo
2017,378,1434,33716,PLT
2017,604,3689,33716,PLT
2017,604,3333,33716,PLT
2017,604,3123,33716,PLT
2017,604,2918,33716,PLT
2017,604,2577,33716,PLT
2017,604,2320,33716,PLT
2017,378,1668,33716,PDL3
2017,378,807,33716,PLL
2017,604,1371,33716,PLT
2017,604,2034,33716,PLT
2017,378,122,33716,PLL
2017,366,130,33716,PLT
2017,366,465,33716,PLT
2017,588,2973,33716,PLT
2017,366,1409,33716,PLL
2017,366,904,33716,PLL
2017,366,645,33716,PLL
2017,366,759,33716,PLT
2017,588,2435,33716,PLT
2017,588,1757,33716,PLT
2017,588,2737,33716,PLT
2017,588,512,33716,PLT
2017,588,331,33716,PLT
2017,588,116,33716,PLT
2017,394,3848,33716,PLT
2017,616,2860,33716,PLT
2017,616,3119,33716,PLT
2017,394,3386,33716,PLT
2017,616,1955,33716,PLT
2017,616,1448,33716,PLT
2017,430,1297,33716,PLT
2017,430,299,33716,PLT
2017,430,2722,33716,PLT
2017,430,1508,33716,PLT
2017,430,1886,33716,PLT
2017,646,3387,33716,PLT
2017,646,3731,33716,PLT
2017,646,2850,33716,PLT
2017,646,1137,33716,PLT
2017,646,1857,33716,PLT
2017,646,1587,33716,PLT
2017,646,2285,33716,PLT
2017,646,2039,33716,PLT
2017,646,2507,33716,PLT
2017,635,1963,33716,PLT
2017,635,3009,33716,PLT
2017,635,3766,33716,PLT
2017,635,423,33716,PLT
2017,635,161,33716,PLT
2017,635,450,33716,PLT
2017,635,1299,33716,PLT
2017,412,3235,33716,PDL2
2017,412,335,33716,PLT
2017,412,1843,33716,PLT
2017,412,1525,33716,PLT
2017,412,1220,33716,PLT
2017,412,688,33716,PLT
2017,412,2967,33716,PLT
2017,412,2682,33716,PDL3
2017,412,1378,33716,PLL2
2017,412,246,33716,PLL2
2017,441,706,33716,PLT
2017,441,563,33716,PLT
2017,441,4539,33716,PLT
2017,441,2176,33716,PLT
2017,459,317,33716,PLT
2017,459,887,33716,PLT
2017,459,119,33716,PLT
2017,459,3491,33716,PLT
2017,459,1103,33716,PLT
2017,459,201,33716,PDR3
2017,459,2967,33716,PLR2
2017,459,995,33716,PDR2
2017,469,3662,33716,PLR
2017,469,290,33716,PLT
2017,469,521,33716,PLT
2017,469,1709,33716,PLT
2017,469,1502,33716,PLT
2017,469,1235,33716,PLT
2017,469,1936,33716,PLT
2017,469,2470,33716,PLT
2017,469,3747,33716,PLT
2017,469,1825,33716,PLR
2017,469,1586,33716,PDL5
2017,469,1319,33716,PLM
2017,469,607,33716,PLM
2017,469,115,33716,PLM
2017,349,1682,33716,PDL2
2017,349,126,33716,PDL3
2017,349,299,33716,PDL2
2017,349,210,33716,PLT
2017,349,390,33716,PLT
2017,349,413,33716,PLT
2017,553,3320,33716,PLT
2017,553,2746,33716,PLT
2017,553,3101,33716,PLT
2017,543,3474,33716,PLT
2017,543,3210,33716,PLT
2017,543,2672,33716,PLT
2017,553,1464,33716,PLT
2017,553,376,33716,PLT
2017,553,1683,33716,PLT
2017,553,1916,33716,PLT
2017,489,645,33716,PLT
2017,489,1449,33716,PLT
2017,489,555,33716,PLL
2017,489,125,33716,PDR3
2017,524,3813,33716,PLT
2017,524,3118,33716,PLT
2017,524,1337,33716,PLT
2017,524,2720,33716,PLT
2017,524,2930,33716,PLT
2017,378,3930,33717,GL
2017,378,3684,33717,GL
2017,366,2703,33717,PR
2017,378,807,33717,PR
2017,378,1668,33717,PR
2017,349,2304,33717,PR
2017,349,3555,33717,PR
2017,349,3216,33717,PR
2017,378,1668,33719,PDR3
2017,604,2320,33719,PRT
2017,604,2577,33719,PRT
2017,604,2918,33719,PRT
2017,604,3123,33719,PRT
2017,604,3333,33719,PRT
2017,604,3689,33719,PRT
2017,378,807,33719,PDR3
2017,604,2034,33719,PRT
2017,604,1371,33719,PRT
2017,378,122,33719,PLR
2017,366,1409,33719,PDR3
2017,366,904,33719,PDR2
2017,366,645,33719,PLR2
2017,366,759,33719,PRT
2017,588,2973,33719,PRT
2017,366,465,33719,PRT
2017,366,130,33719,PRT
2017,588,116,33719,PRT
2017,588,331,33719,PRT
2017,588,638,33719,PDR3
2017,588,422,33719,PDL3
2017,588,512,33719,PRT
2017,588,2737,33719,PRT
2017,588,1757,33719,PRT
2017,588,1923,33719,PDL3
2017,588,2228,33719,PDR4
2017,588,2435,33719,PRT
2017,588,2618,33719,PDR2
2017,378,3684,33719,PRT
2017,378,2894,33719,PRT
2017,378,2586,33719,PRT
2017,378,2146,33719,PRT
2017,378,2119,33719,PRT
2017,604,3026,33719,PDL3
2017,604,3243,33719,PDL3
2017,604,2409,33719,PDR3
2017,604,1455,33719,PDL2
2017,378,3930,33719,PRT
2017,616,1448,33719,PRT
2017,616,1955,33719,PRT
2017,394,3386,33719,PLG
2017,616,2860,33719,PRT
2017,616,3119,33719,PRT
2017,394,3848,33719,PLG
2017,616,1119,33719,PDL4
2017,616,1337,33719,PDL4
2017,616,3374,33719,PDL3
2017,616,4568,33719,PDL3
2017,441,3579,33719,PDR2
2017,441,471,33719,PDL2
2017,441,3056,33719,PDR2
2017,441,148,33719,PDR2
2017,412,1378,33719,PLR2
2017,412,2682,33719,PDR3
2017,412,246,33719,PLR2
2017,412,3235,33719,PDR4
2017,412,1843,33719,PRT
2017,412,2967,33719,PRT
2017,635,450,33719,PRT
2017,635,161,33719,PRT
2017,635,423,33719,PRT
2017,635,3766,33719,PRT
2017,635,3009,33719,PRT
2017,635,1963,33719,PRT
2017,635,1299,33719,PRT
2017,635,1407,33719,PDL2
2017,635,1094,33719,PDL2
2017,635,311,33719,PDR2
2017,635,3199,33719,PDL3
2017,635,1781,33719,PDL2
2017,635,4178,33719,PDL4
2017,635,4526,33719,PDL5
2017,646,2507,33719,PRT
2017,646,2039,33719,PRT
2017,646,2285,33719,PRT
2017,646,1857,33719,PRT
2017,646,1137,33719,PRT
2017,646,3527,33719,PDR2
2017,646,1587,33719,PRT
2017,646,2850,33719,PRT
2017,646,3387,33719,PRT
2017,646,3731,33719,PRT
2017,646,344,33719,PDR3
2017,646,1045,33719,PDR4
2017,646,1944,33719,PDR3
2017,646,1676,33719,PDR2
2017,646,1351,33719,PDR2
2017,646,2949,33719,PDR2
2017,646,2417,33719,PDR3
2017,646,3304,33719,PDR4
2017,430,1886,33719,PRT
2017,430,1508,33719,PRT
2017,430,2722,33719,PRT
2017,430,1971,33719,PLR
2017,430,170,33719,PLR
2017,430,1421,33719,PDR4
2017,430,299,33719,PRT
2017,430,1297,33719,PRT
2017,430,3050,33719,PDR3
2017,430,2632,33719,PLR2
2017,349,3555,33719,PDR2
2017,349,3216,33719,PDR2
2017,349,2304,33719,PDR2
2017,349,3448,33719,PRT
2017,349,2650,33719,PRT
2017,553,4171,33719,PDL3
2017,553,2847,33719,PDL2
2017,553,2152,33719,PDR3
2017,553,246,33719,PDL3
2017,553,1567,33719,PDL2
2017,543,3562,33719,PDR2
2017,561,1884,33719,PRT
2017,561,948,33719,PRT
2017,561,614,33719,PRT
2017,561,3208,33719,PRT
2017,561,2361,33719,PRT
2017,561,2669,33719,PRT
2017,561,3433,33719,PRT
2017,561,2239,33719,PDL2
2017,561,141,33719,PRT
2017,561,365,33719,PRT
2017,561,3117,33719,PDR3
2017,561,3348,33719,PDR3
2017,561,484,33719,PDL3
2017,561,238,33719,PDL2
2017,561,1767,33719,PDR3
2017,561,1093,33719,PDR3
2017,378,3805,33721,VLo
2017,378,2894,33721,GL
2017,366,2703,33721,VLo
2017,366,3548,33721,VLo
2017,378,122,33721,VLo
2017,378,807,33721,VL
2017,378,1668,33721,VL
2017,374,3015,33725,PDL1
2017,374,4153,33725,PDL1
2017,374,3695,33725,PDL1
2017,374,3967,33725,PRW
2017,374,3326,33725,PRW
2017,374,3112,33725,PRW
2017,589,717,33725,PLW
2017,589,518,33725,PLW
2017,589,1865,33725,PLW
2017,589,4068,33725,PDR2
2017,589,3015,33725,PDR1
2017,589,3780,33725,PDR1
2017,589,615,33725,PDR2
2017,589,1583,33725,PDR1
2017,359,3853,33725,PLR
2017,603,4324,33725,PDL1
2017,603,644,33725,PDL1
2017,603,1710,33725,PLW
2017,603,1969,33725,PLW
2017,603,2776,33725,PLW
2017,603,4580,33725,PLW
2017,616,4568,33725,PLW
2017,616,3374,33725,PLW
2017,616,1337,33725,PLW
2017,616,1119,33725,PLW
2017,383,2687,33725,PRW
2017,383,2494,33725,PRW
2017,383,2324,33725,PRW
2017,383,3382,33725,PRW
2017,383,4214,33725,PRW
2017,383,1992,33725,PRW
2017,383,1702,33725,PRW
2017,383,762,33725,PRW
2017,383,2597,33725,PDL1
2017,383,2407,33725,PDL1
2017,383,2113,33725,PDL1
2017,383,852,33725,PDL2
2017,383,1802,33725,PDL1
2017,383,117,33725,PDL2
2017,616,2860,33725,PDL1
2017,616,3119,33725,PDL1
2017,616,1955,33725,PDL1
2017,616,1448,33725,PDL1
2017,408,3585,33725,PDL1
2017,408,717,33725,PDL1
2017,408,200,33725,PDL1
2017,420,1306,33725,PDR2
2017,420,1616,33725,PDR2
2017,420,1050,33725,PRW
2017,420,1479,33725,PRW
2017,420,3070,33725,PDR3
2017,420,2253,33725,PDR1
2017,420,2087,33725,PRW
2017,420,3409,33725,PRW
2017,647,2197,33725,PDL1
2017,647,2372,33725,PDL1
2017,647,1944,33725,PDL1
2017,647,1380,33725,PDL2
2017,647,548,33725,PDL1
2017,647,2278,33725,PLW
2017,647,1472,33725,PLW
2017,647,2663,33725,PLW
2017,647,3151,33725,PLW
2017,647,1290,33725,PLW
2017,647,464,33725,PLW
2017,647,896,33725,PLW
2017,638,713,33725,PDL1
2017,638,1505,33725,PDL1
2017,638,2394,33725,PDL1
2017,638,3595,33725,PDL1
2017,638,2934,33725,PDL2
2017,638,3021,33725,PLW
2017,638,3510,33725,PLW
2017,638,3715,33725,PLW
2017,638,2479,33725,PLW
2017,638,2308,33725,PLW
2017,638,1164,33725,PLW
2017,638,908,33725,PLW
2017,638,124,33725,PLW
2017,441,148,33725,PLW
2017,441,3056,33725,PLW
2017,441,471,33725,PLW
2017,441,3579,33725,PLW
2017,441,563,33725,PDL2
2017,659,2395,33725,PLW
2017,659,1806,33725,PLW
2017,659,763,33725,PDR2
2017,659,1348,33725,PDR1
2017,659,1972,33725,PDR2
2017,659,2310,33725,PDR2
2017,659,3067,33725,PDR2
2017,659,595,33725,PLW
2017,441,2176,33725,PDL1
2017,664,3168,33725,PLW
2017,664,1206,33725,PLW
2017,664,368,33725,PLW
2017,664,636,33725,PDL2
2017,664,1046,33725,PDL1
2017,664,1854,33725,PDL1
2017,665,1094,33725,PLW
2017,458,1869,33725,PLW
2017,458,2268,33725,PLW
2017,458,2600,33725,PDR2
2017,458,1692,33725,PDR1
2017,458,581,33725,PDR1
2017,458,1064,33725,PDR2
2017,470,2794,33725,PRW
2017,470,1559,33725,PRW
2017,470,1346,33725,PRW
2017,477,234,33725,PDR1
2017,477,1070,33725,PDR3
2017,477,2821,33725,PDR1
2017,477,910,33725,PRW
2017,477,946,33725,PRW
2017,477,2910,33725,PRW
2017,477,1464,33725,PRW
2017,477,1181,33725,PRW
2017,477,3770,33725,PRW
2017,477,4165,33725,PRW
2017,568,306,33725,PDR1
2017,568,1313,33725,PLR
2017,568,1537,33725,PDR1
2017,568,2917,33725,PDR1
2017,568,3289,33725,PLW
2017,568,3201,33725,PDR1
2017,568,209,33725,PLW
2017,557,1160,33725,PLW
2017,557,1341,33725,PLW
2017,557,828,33725,PLW
2017,557,1987,33725,PLW
2017,557,1498,33725,PLW
2017,557,3496,33725,PLW
2017,557,1076,33725,PDL2
2017,557,1250,33725,PDL1
2017,557,3606,33725,PDL2
2017,513,2674,33725,PLL2
2017,525,2911,33725,PLW
2017,525,1253,33725,PLW
2017,525,2823,33725,PDL2
2017,525,2217,33725,PDL2
2017,525,1165,33725,PDL2
2017,525,748,33725,PLL
2017,505,747,33725,PDR1
2017,505,509,33725,PDR1
2017,505,480,33725,PDR3
2017,505,2657,33725,PLW
2017,505,1339,33725,PLW
2017,505,2572,33725,PDR1
2017,505,596,33725,PLW
2017,505,1785,33725,PDR1
2017,505,1445,33725,PDR1
2017,513,2356,33725,PLW
2017,513,1339,33725,PLW
2017,513,2164,33725,PLW
2017,513,396,33725,PLW
2017,513,968,33725,PLW
2017,513,1170,33725,PLW
2017,513,202,33725,PLL2
2017,513,1444,33725,PDL2
2017,513,2267,33725,PDL1
2017,513,2440,33725,PDL2
2017,513,1059,33725,PLL2
2017,513,866,33725,PDL2
2017,513,485,33725,PLL2
2017,383,762,33729,P
2017,383,1992,33729,P
2017,383,1702,33729,P
2017,383,3382,33729,P
2017,383,4214,33729,P
2017,383,2324,33729,P
2017,383,2687,33729,P
2017,383,2494,33729,P
2017,359,3312,33729,P
2017,359,494,33729,P
2017,374,3112,33729,P
2017,374,3967,33729,P
2017,374,1420,33729,P
2017,342,3197,33729,P
2017,342,1483,33729,P
2017,383,2687,33731,PLW
2017,383,3382,33731,PLW
2017,383,117,33731,VLi
2017,383,1802,33731,VLi
2017,383,852,33731,VLi
2017,383,2113,33731,VLi
2017,383,2407,33731,VLi
2017,383,2597,33731,VLi
2017,342,2350,33731,PDR1
2017,342,1569,33731,VRi
2017,342,3730,33731,VRi
2017,342,3554,33731,PDR1
2017,342,888,33731,PDR1
2017,383,2597,33733,VRi
2017,383,2765,33733,VRi
2017,383,3005,33733,VRi
2017,383,4100,33733,VRi
2017,383,3475,33733,VRi
2017,383,3786,33733,VRi
2017,383,3382,33733,PPL
2017,383,2687,33733,PPL
2017,383,2494,33733,PPL
2017,383,2324,33733,PPL
2017,383,1992,33733,PPL
2017,383,1702,33733,PPL
2017,383,762,33733,PPL
2017,374,3967,33733,PPL
2017,374,3326,33733,PPL
2017,374,3112,33733,PPL
2017,359,3312,33733,PPL
2017,359,3596,33733,PPL
2017,342,3554,33733,PR
2017,342,3641,33733,PPL
2017,342,3730,33733,PR
2017,342,3197,33733,PPL
2017,342,2190,33733,PPL
2017,342,2350,33733,PR
2017,374,4153,33734,VRo
2017,383,4214,33734,GL
2017,383,4100,33734,VRo
2017,383,3786,33734,VRo
2017,383,4100,33735,PDR2
2017,383,3786,33735,PDR2
2017,383,3475,33735,PDR2
2017,383,3005,33735,PDR3
2017,383,2765,33735,PDR3
2017,383,2597,33735,PDR3
2017,383,2407,33735,PDR3
2017,383,2113,33735,PDR3
2017,383,852,33735,PDR3
2017,383,1802,33735,PDR3
2017,383,117,33735,PDR3
2017,383,4214,33735,PRG
2017,383,3382,33735,PRG
2017,359,3853,33735,PDR2
2017,359,4254,33735,PDR2
2017,359,2843,33735,PDR3
2017,342,2350,33735,PDR4
2017,342,1569,33735,PDR3
2017,342,3730,33735,PDR3
2017,342,3554,33735,PDR4
2017,350,3555,33736,PDL1
2017,350,3861,33736,PDL1
2017,345,3720,33738,PLG
2017,345,2674,33738,PDL1
2017,345,3135,33738,PDL1
2017,345,2487,33738,PDL1
2017,345,3530,33738,PDL1
2017,362,2912,33738,PLG
2017,362,3145,33738,PLG
2017,362,3354,33738,PLG
2017,362,3025,33738,PDL1
2017,362,3444,33738,PDL1
2017,362,2713,33738,PDL1
2017,362,2389,33738,PDL1
2017,617,3857,33738,PDR2
2017,617,3512,33738,PDR1
2017,617,2873,33738,PDR1
2017,617,889,33738,PLL
2017,617,2468,33738,PDR2
2017,633,2824,33738,PDL2
2017,633,2427,33738,PDR2
2017,633,3186,33738,PDL2
2017,633,412,33738,PDL2
2017,633,126,33738,PDR2
2017,633,3361,33738,PRT
2017,633,1926,33738,PRT
2017,633,937,33738,PRT
2017,633,511,33738,PRT
2017,633,236,33738,PRT
2017,646,3304,33738,PRT
2017,646,2949,33738,PRT
2017,646,3527,33738,PRT
2017,646,1351,33738,PRT
2017,646,1676,33738,PRT
2017,646,1944,33738,PRT
2017,646,2417,33738,PRT
2017,646,1045,33738,PRT
2017,646,344,33738,PRT
2017,646,3387,33738,PDR2
2017,646,2850,33738,PDR2
2017,646,3731,33738,PDR2
2017,646,1137,33738,PDR2
2017,646,1857,33738,PDR3
2017,646,1587,33738,PLR1
2017,646,2039,33738,PDR2
2017,646,2285,33738,PDR2
2017,646,2507,33738,PDR2
2017,377,4090,33739,PDR2
2017,377,2998,33739,PDR2
2017,396,1256,33742,PDL3
2017,396,994,33742,PDL3
2017,396,716,33742,PDL3
2017,396,3532,33742,PRT
2017,396,2871,33742,PRT
2017,385,1746,33746,PDL3
2017,385,2886,33746,PDL3
2017,385,3990,33746,PDL3
2017,371,2526,33746,PDL3
2017,365,148,33746,PDR3
2017,365,2376,33746,PRG
2017,343,3074,33746,PDR3
2017,343,2025,33746,PDR4
2017,343,2292,33747,VLi
2017,343,1003,33747,GL
2017,343,3553,33747,VLi
2017,343,3284,33747,VLi
2017,343,3074,33747,VLi
2017,343,2543,33747,VLi
2017,385,3990,33747,VRi
2017,385,3609,33747,VRi
2017,385,1641,33748,PPR
2017,385,582,33748,PPR
2017,608,553,33748,PPR
2017,608,2659,33748,PPR
2017,608,3775,33748,PPR
2017,608,3099,33748,PPR
2017,343,3074,33748,PDL3
2017,343,2834,33748,PPR
2017,343,2543,33748,PDL3
2017,343,2292,33748,PDL3
2017,343,2386,33748,PPR
2017,343,3924,33748,PPR
2017,343,3169,33748,PPR
2017,343,3688,33748,PPR
2017,343,3553,33748,PDL3
2017,365,2376,33748,PPR
2017,365,2667,33748,PPR
2017,365,3259,33748,PPR
2017,365,3115,33748,PPR
2017,365,2539,33748,PDL3
2017,365,1976,33748,PPR
2017,371,2526,33748,PDR3
2017,371,2901,33748,PDR4
2017,371,3258,33748,PDR4
2017,371,3135,33748,PPR
2017,371,3166,33748,PPR
2017,371,3926,33748,PPR
2017,627,3404,33748,PPR
2017,627,4054,33748,PPR
2017,627,577,33748,PPR
2017,627,1648,33748,PPR
2017,627,1150,33748,PPR
2017,627,375,33748,PPR
2017,365,3259,33753,GL
2017,343,3553,33753,VLo
2017,343,3924,33753,GL
2017,343,3688,33753,GL
2017,343,3284,33755,VRi
2017,343,2543,33755,VRi
2017,343,2543,33756,VLo
2017,343,3553,33756,VRi
2017,343,3074,33756,VLo
2017,343,3284,33756,VLo
2017,343,3688,33756,GR
2017,343,3169,33756,GR
2017,365,2539,33756,VLo
2017,365,3115,33756,GR
2017,385,2292,33756,GR
2017,385,2886,33756,VL
2017,385,3609,33756,VLo
2017,385,3990,33756,VLo
2017,385,3990,33757,PDR1
2017,385,3609,33757,PDR1
2017,385,2886,33757,PDR1
2017,365,3115,33757,PLT
2017,365,3259,33757,PLT
2017,365,2539,33757,PDL2
2017,365,2667,33757,PLT
2017,365,2376,33757,PLT
2017,365,1976,33757,PLT
2017,371,3926,33757,PLT
2017,371,3166,33757,PLT
2017,371,3135,33757,PLT
2017,343,3169,33757,PLW
2017,343,3688,33757,PLW
2017,343,3924,33757,PLW
2017,343,3074,33757,PDR1
2017,343,3284,33757,PDR1
2017,343,3553,33757,PDR1
2017,343,2543,33757,PDR1
2017,343,1594,33757,PDR2
2017,343,2025,33757,PDR2
2017,343,2292,33757,PDR1
2017,343,2543,33758,PDR3
2017,343,3284,33758,PDR3
2017,343,1594,33758,PDR4
2017,343,225,33758,PDL3
2017,343,431,33758,PDR4
2017,371,3926,33758,PRG
2017,371,3258,33758,PDL4
2017,365,1395,33758,PDR3
2017,365,3259,33758,PRG
2017,365,3115,33758,PRG
2017,365,571,33758,PDR3
2017,385,1746,33758,PDR3
2017,385,2886,33758,PDR3
2017,385,3609,33758,PDR3
2017,385,3990,33758,PDR3
2017,430,1886,33758,PDR4
2017,430,2722,33758,PDR4
2017,454,3134,33758,PDL4
2017,454,2493,33758,PDL3
2017,517,3479,33758,PDL3
2017,517,3186,33758,PDL3
2017,653,986,33760,VLi
2017,653,2440,33760,PDR1
2017,653,3712,33760,PLR
2017,653,1234,33760,GR
2017,653,644,33760,GR
2017,653,1667,33760,GR
2017,653,2580,33760,GR
2017,653,3938,33760,GL
2017,653,342,33760,GR
2017,409,3269,33760,GL
2017,409,2986,33760,GR
2017,389,3641,33760,PLW
2017,389,1693,33760,PLW
2017,389,1821,33760,PDR1
2017,389,1609,33760,PDR1
2017,379,3938,33760,PDL1
2017,358,2423,33760,PLW
2017,569,369,33760,PDR1
2017,569,977,33760,PDR1
2017,569,3750,33760,PDR1
2017,569,2903,33760,PLR
2017,569,1275,33760,PDR1
2017,569,2227,33760,PLR
2017,569,2549,33760,PLL
2017,358,2876,33760,PDL1
2017,358,2876,33762,PLR
2017,358,2297,33762,PDL3
2017,358,2196,33762,PPL
2017,346,3067,33762,PPLi
2017,346,3643,33762,PPLi
2017,346,3849,33762,PPLi
2017,346,3883,33762,PPR
2017,346,2140,33762,PLL
2017,346,2884,33762,PLR
2017,346,3164,33762,PLR
2017,346,3518,33762,PLR
2017,379,3938,33762,PLL
2017,379,4043,33762,PPL
2017,379,3305,33762,PLL
2017,379,2356,33762,PPR
2017,389,1609,33762,PLR
2017,389,1285,33762,PLR
2017,389,1693,33762,PPR
2017,389,2866,33762,PPL
2017,389,1515,33762,PPR
2017,346,2737,33762,PPL
2017,613,156,33765,PLG
2017,613,849,33765,PLG
2017,613,357,33765,PLG
2017,613,1264,33765,PLG
2017,613,1649,33765,PLG
2017,613,3627,33765,PLG
2017,613,3939,33765,PLG
2017,613,1924,33765,PLG
2017,613,3192,33765,PLG
2017,613,3366,33765,PLG
2017,613,4154,33765,PLG
2017,613,3966,33765,PLG
2017,613,2593,33765,PDL1
2017,613,1810,33765,PDL1
2017,613,274,33765,PDL1
2017,613,3517,33765,PLL
2017,613,3283,33765,PDL1
2017,613,4048,33765,PDR3
2017,373,790,33765,PLG
2017,373,1092,33765,PLG
2017,596,1569,33765,PLG
2017,373,308,33765,PLG
2017,596,2879,33765,PLG
2017,596,3241,33765,PLG
2017,596,3501,33765,PDR2
2017,373,1501,33765,PLG
2017,373,1914,33765,PLG
2017,596,3625,33765,PLG
2017,596,3830,33765,PDL2
2017,574,134,33765,PDL2
2017,574,625,33765,PLR
2017,574,3173,33765,PLG
2017,574,3091,33765,PDL2
2017,574,2578,33765,PDL2
2017,574,1186,33765,PDL2
2017,574,924,33765,PDL2
2017,574,3745,33765,PDL2
2017,574,804,33765,PLG
2017,574,2386,33765,PLG
2017,574,1045,33765,PLG
2017,355,2139,33765,PDL2
2017,355,2017,33765,PLG
2017,585,2208,33765,PDL2
2017,585,3268,33765,PDL2
2017,585,3772,33765,PDL2
2017,585,120,33765,PLG
2017,585,733,33765,PLG
2017,585,3098,33765,PLG
2017,585,971,33765,PDL4
2017,355,1205,33765,PLG
2017,355,430,33765,PDL2
2017,355,2506,33765,PLG
2017,355,2406,33765,PDL2
2017,355,3909,33765,PDL2
2017,355,3672,33765,PDL2
2017,596,1303,33765,PLG
2017,596,1202,33765,PDR2
2017,596,762,33765,PDL3
2017,596,1049,33765,PLG
2017,373,151,33765,PDL2
2017,373,906,33765,PDL2
2017,596,125,33765,PDL2
2017,373,1181,33765,PDL2
2017,373,1621,33765,PDL2
2017,373,2186,33765,PDL2
2017,405,1191,33765,PDL2
2017,405,1376,33765,PDL2
2017,405,3543,33765,PDL2
2017,405,418,33765,PDL2
2017,405,3461,33765,PLG
2017,405,639,33765,PLG
2017,405,1069,33765,PLG
2017,405,1293,33765,PLG
2017,405,335,33765,PLG
2017,415,299,33765,PDL3
2017,415,398,33765,PLG
2017,415,673,33765,PLG
2017,415,526,33765,PDR3
2017,415,268,33765,PDR3
2017,415,124,33765,PLG
2017,415,1221,33765,PLG
2017,415,1380,33765,PDR3
2017,415,1468,33765,PLG
2017,415,1561,33765,PDR3
2017,415,2764,33765,PLG
2017,415,2929,33765,PDR2
2017,415,3292,33765,PLG
2017,415,3173,33765,PDL3
2017,415,3041,33765,PLG
2017,415,3396,33765,PDL3
2017,415,4137,33765,PLG
2017,637,304,33765,PLG
2017,637,711,33765,PLG
2017,637,1896,33765,PLG
2017,637,3205,33765,PLG
2017,637,2164,33765,PLG
2017,637,2336,33765,PLG
2017,637,3434,33765,PLG
2017,642,3301,33765,PLG
2017,642,1997,33765,PLG
2017,642,2464,33765,PLG
2017,642,2746,33765,PLG
